text,misogynous
every time i hear a women slut-shame another women for what their wearing i cant help but think bitch you wack as fuck.,1
"i can always tell a bitches age by her tattoos... sleeve, she's younger than me, tramp stamp, she's my age...",1
today's genuinely stupid bern whataboutism: you can't bitch about the guy who said identity politics are a distraction being the keynote 12,0
"next time your girl's pissing you off, go buy some hair ties and leave one on the floor of your car",0
mention1 hi best l see someone fucking girl comment bad in your pic.why you not block the bitch girl name kayleigh corbett,1
mention1 mention2 mention3 you sound like one lo intelligence. skank,0
"mention1 maybe you guys havent heard of india? google plz, world rape capital",0
"people don't scare me, my inability to be scared by people sometimes does tho",0
fuck did rudiger do to deserve getting benched? luiz was a stupid cunt in 2 games and deserved a ban. doesnt deserve back in,0
"mention1 hips pushed forward, cock immediately entering her tight cunt and that obviously caused the wookie to groan aloud.",1
mention1 mention2 demi  fat and flop ariana  queen now leave stupid bitch,1
"mention1 they are nice. you mean, mean whore",1
mention1 mention2 this is not rape culture for fucks sake. its literally just a scumbag taking advantage of their position. nothing new under the sun.,1
mention1 your baby and boyfriend know you a hoe? fuckit,1
dream molly is her own person and is always a bitch  a slut  url,1
mention1 but a women cheats and parties? she a hoe leave her ass. the double standard....amazing,1
hole in one and you deserve for it.congrats url,0
in class today girl next to me 'i hate how every girl dressed like a skank for halloween' guy in front of me turns 'it was amazing,1
i'm not gonna text you 24-7. i have a life. if you liked me that much you would be with me and not texting me! womensuck,1
when someone takes a post too seriously and writes an essay in the comments url,0
"mention1 uhhhhhh, thats stupid little bitch, maam ",1
hes a try hard cunt who needs to stay away from women as much as possible url,0
"not only r u fat and disgusting, but why do you feel the need to post photos of urself in a bikini. who do you think ur fooling seabiscuit?",1
"mention1 trump, the only thing you worship is putins dick and money.",0
mention1 mention2 mention3 this kunt is from chicago too you know that right? another alinsky foll url,0
you wore the yoga pants on purpose! you know us guys are gonna stair so stop getting all pissy! womensuck,1
it's about denial. and acting like i'm her hysterical lover when she is clearly the psycho stan of a random bengali girl like me.,0
instagram tryin to be like snapchat is about as pointless as their 'help center' have a fucking seat ig,0
mention1 then this mein kunt bitch talks about respecting soldiers thats why all that its bs his racist ass i url,1
rt mention1  url,0
"rt mention1 ""you too skinny, imma hurt you"" girl  if you don't shut the fuck up and ride this dick. imma be aight. i got obamacare.""",1
seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical  lol bitch u tho(ugh)t,1
mention1 you just added 19 points to glam skanks - bad bitch on the mention2 twitter chart url,0
i was never properly taught how to put on makeup. the only looks i have are fancy whore or daytime slut.,0
mention1 watch the video and you'll understand,0
mention1 mention2 block me you dumb bitch. because i'll go on all day about how nurses are assistants.,1
"don't get all excited. she may be talking to you, but she's probably talking to 4 other dudes as well womensuck",1
when he promised you he was gonna 'fuck the shit out of you' but can't even make it to round two. url,0
"all the experts predicting the dodgers will win. eat a dick.. not that i don't support and love them, but you always jinx them",0
mention1 everyone gets mad when a woman talks about dick but praise men who talk about fucking 10 girls every weekend,0
mention1 she's a woman. she can't help the fact that she sucks,1
rt mention1 mention2 i have actually asked 'why are you still here?' to a man's face before.,0
"my head game is strong af, but my head games are even stronger...",0
mention1 what some of these bitch part starlets promote to young is worse than rape it is rape of young minds. what goes around comes around!,1
"whacks again. 'bitch, no the fuck you don't you damn skank.'",1
why do people make snowmen instead of snowwomen? it's too hard to hollow out the head,1
when your girlfriend gets a new hair cut url,0
mention1 mention2 keep calling her a bitch and a whore dude real grown up.,1
mention1 it's the nature of women to want to be guided by a strong man. hysterical go -girl feminist types are fi url,1
"mention1 mention2 give it a rest, you fugly skank.",1
mention1 mention2 watching you two as my black cock grows harder and harder,1
omg let's all get wet over every muscular olympian! womensuck,1
"we know that not all men are rapists, but unfortunately 1 in 4 women and 1 in 6 men have experienced abuse....and that is too many victims.",0
'replaceable' best describes your life ,0
mention1 you have proper right for being anal whore!,1
i love it when married bitches start posting inspirational memes about having a strong relationship... single in 3-2-1...,1
lol bitch you a hoe,1
hazel e is a joke. girl you bashing dark skin women who all look better than you !!! wack ass hoe,1
"i used to say notallmen but lets be real. if you being honest, men be trash in a number of ways. and whats wild url",0
"the problem with women are sacred idea: it is one half of the madonnawhore dichotomy, long used to divide women against each other. 12",0
this picture best describes my maturity level url,0
"making out women are hysterical overreacters desperate to plague good men with false accusations is not helping, sister.",0
did you know that person1 has donated 25 lacs from the earning of jattu engineer for bone bank! url,0
god doesn't hate gays he's just mad they found a loop hole in dealing with women,1
and i was cool with both guys  shows you women are sneaky and ain't shit just like niggas. always knew my baby mama was a hoe ,1
"mention1 (season of the bitch is tbh nothing like chapo but that's not a bad thing, tho you know me, i hate men and love women so.)",0
daaaaaaaaaaaaaaaamn mention1 back at it again with some more drunken tweets ,0
even my dreams cock block me like i killed and save this bitch 100 times just to die and start again bitch this aint mario smd,1
that moment when you wanna go crawl in a hole and stay down there forever rightnow fridaythe13th curbsarenotmyfriend,0
